Time_Step,source,target
172,16,15
172,15,18
172,18,15
172,15,20
172,20,15
172,15,23
172,23,15
172,16,17
172,17,16
172,16,26
172,26,16
172,20,21
172,21,20
172,21,22
172,22,21
172,22,23
172,23,22
172,22,35
172,35,22
172,24,25
172,25,24
172,25,26
172,26,25
172,25,27
172,27,25
172,25,28
172,28,25
172,27,28
172,28,27
172,1,29
172,29,1
172,5,30
172,30,5
172,9,31
172,31,9
172,11,10
172,10,11
172,11,12
172,12,11
172,18,19
172,19,18
172,18,32
172,32,18
172,19,33
172,33,19
172,21,34
172,34,21
172,24,36
172,36,24
172,28,37
172,37,28
173,0,1
173,1,0
173,0,38
173,38,0
173,1,2
173,2,1
173,1,24
173,24,1
173,2,3
173,3,2
173,2,17
173,17,2
173,3,4
173,4,3
173,3,13
173,13,3
173,4,5
173,5,4
173,4,7
173,7,4
173,5,6
173,6,5
173,5,10
173,10,5
173,6,7
173,7,6
173,7,8
173,8,7
173,8,38
173,38,8
173,9,10
173,10,9
173,9,12
173,12,9
173,12,13
173,13,12
173,13,14
173,14,13
173,14,15
173,15,14
173,15,16
173,16,15
173,15,18
173,18,15
173,15,20
173,20,15
173,15,23
173,23,15
173,16,17
173,17,16
173,16,26
173,26,16
173,20,21
173,21,20
173,21,22
173,22,21
173,22,23
173,23,22
173,22,35
173,35,22
173,24,25
173,25,24
173,25,26
173,26,25
173,25,27
173,27,25
173,25,28
173,28,25
173,27,28
173,28,27
173,1,29
173,29,1
173,5,30
173,30,5
173,9,31
173,31,9
173,11,10
173,10,11
173,11,12
173,12,11
173,18,19
173,19,18
173,18,32
173,32,18
173,19,33
173,33,19
173,21,34
173,34,21
173,24,36
173,36,24
173,28,37
173,37,28
174,0,1
174,1,0
174,0,38
174,38,0
174,1,2
174,2,1
174,1,24
174,24,1
174,2,3
174,3,2
174,2,17
174,17,2
174,3,4
174,4,3
174,3,13
174,13,3
174,4,5
174,5,4
174,4,7
174,7,4
174,5,6
174,6,5
174,5,10
174,10,5
174,6,7
174,7,6
174,7,8
174,8,7
174,8,38
174,38,8
174,9,10
174,10,9
174,9,12
174,12,9
174,12,13
174,13,12
174,13,14
174,14,13
174,14,15
174,15,14
174,15,16
174,16,15
174,15,18
174,18,15
174,15,20
174,20,15
174,15,23
174,23,15
174,16,17
174,17,16
174,16,26
174,26,16
174,20,21
174,21,20
174,21,22
174,22,21
174,22,23
174,23,22
174,22,35
174,35,22
174,24,25
174,25,24
174,25,26
174,26,25
174,25,27
174,27,25
174,25,28
174,28,25
174,27,28
174,28,27
174,1,29
174,29,1
174,5,30
174,30,5
174,9,31
174,31,9
174,11,10
174,10,11
174,11,12
174,12,11
174,18,19
174,19,18
174,18,32
174,32,18
174,19,33
174,33,19
174,21,34
174,34,21
174,24,36
174,36,24
174,28,37
174,37,28
175,0,1
175,1,0
175,0,38
175,38,0
175,1,2
175,2,1
175,1,24
175,24,1
175,2,3
175,3,2
175,2,17
175,17,2
175,3,4
175,4,3
175,3,13
175,13,3
175,4,5
175,5,4
175,4,7
175,7,4
175,5,6
175,6,5
175,5,10
175,10,5
175,6,7
175,7,6
175,7,8
175,8,7
175,8,38
175,38,8
175,9,10
175,10,9
175,9,12
175,12,9
175,12,13
175,13,12
175,13,14
175,14,13
175,14,15
175,15,14
175,15,16
175,16,15
175,15,18
175,18,15
175,15,20
175,20,15
175,15,23
175,23,15
175,16,17
175,17,16
175,16,26
175,26,16
175,20,21
175,21,20
175,21,22
175,22,21
175,22,23
175,23,22
175,22,35
175,35,22
175,24,25
175,25,24
175,25,26
175,26,25
175,25,27
175,27,25
175,25,28
175,28,25
175,27,28
175,28,27
175,1,29
175,29,1
175,5,30
175,30,5
175,9,31
175,31,9
175,11,10
175,10,11
175,11,12
175,12,11
175,18,19
175,19,18
175,18,32
175,32,18
175,19,33
175,33,19
175,21,34
175,34,21
175,24,36
175,36,24
175,28,37
175,37,28
176,0,1
176,1,0
176,0,38
176,38,0
176,1,2
176,2,1
176,1,24
176,24,1
176,2,3
176,3,2
176,2,17
176,17,2
176,3,4
176,4,3
176,3,13
176,13,3
176,4,5
176,5,4
176,4,7
176,7,4
176,5,6
176,6,5
176,5,10
176,10,5
176,6,7
176,7,6
176,7,8
176,8,7
176,8,38
176,38,8
176,9,10
176,10,9
176,9,12
176,12,9
176,12,13
176,13,12
176,13,14
176,14,13
176,14,15
176,15,14
176,15,16
176,16,15
176,15,18
176,18,15
176,15,20
176,20,15
176,15,23
176,23,15
176,16,17
176,17,16
176,16,26
176,26,16
176,20,21
176,21,20
176,21,22
176,22,21
176,22,23
176,23,22
176,22,35
176,35,22
176,24,25
176,25,24
176,25,26
176,26,25
176,25,27
176,27,25
176,25,28
176,28,25
176,27,28
176,28,27
176,1,29
176,29,1
176,5,30
176,30,5
176,9,31
176,31,9
176,11,10
176,10,11
176,11,12
176,12,11
176,18,19
176,19,18
176,18,32
176,32,18
176,19,33
176,33,19
176,21,34
176,34,21
176,24,36
176,36,24
176,28,37
176,37,28
177,0,1
177,1,0
177,0,38
177,38,0
177,1,2
177,2,1
177,1,24
177,24,1
177,2,3
177,3,2
177,2,17
177,17,2
177,3,4
177,4,3
177,3,13
177,13,3
177,4,5
177,5,4
177,4,7
177,7,4
177,5,6
177,6,5
177,5,10
177,10,5
177,6,7
177,7,6
177,7,8
177,8,7
177,8,38
177,38,8
177,9,10
177,10,9
177,9,12
177,12,9
177,12,13
177,13,12
177,13,14
177,14,13
177,14,15
177,15,14
177,15,16
177,16,15
177,15,18
177,18,15
177,15,20
177,20,15
177,15,23
177,23,15
177,16,17
177,17,16
177,16,26
177,26,16
177,20,21
177,21,20
177,21,22
177,22,21
177,22,23
177,23,22
177,22,35
177,35,22
177,24,25
177,25,24
177,25,26
177,26,25
177,25,27
177,27,25
177,25,28
177,28,25
177,27,28
177,28,27
177,1,29
177,29,1
177,5,30
177,30,5
177,9,31
177,31,9
177,11,10
177,10,11
177,11,12
177,12,11
177,18,19
177,19,18
177,18,32
177,32,18
177,19,33
177,33,19
177,21,34
177,34,21
177,24,36
177,36,24
177,28,37
177,37,28
178,0,1
178,1,0
178,0,38
178,38,0
178,1,2
178,2,1
178,1,24
178,24,1
178,2,3
178,3,2
178,2,17
178,17,2
178,3,4
178,4,3
178,3,13
178,13,3
178,4,5
178,5,4
178,4,7
178,7,4
178,5,6
178,6,5
178,5,10
178,10,5
178,6,7
178,7,6
178,7,8
178,8,7
178,8,38
178,38,8
178,9,10
178,10,9
178,9,12
178,12,9
178,12,13
178,13,12
178,13,14
178,14,13
178,14,15
178,15,14
178,15,16
178,16,15
178,15,18
178,18,15
178,15,20
178,20,15
178,15,23
178,23,15
178,16,17
178,17,16
178,16,26
178,26,16
178,20,21
178,21,20
178,21,22
178,22,21
178,22,23
178,23,22
178,22,35
178,35,22
178,24,25
178,25,24
178,25,26
178,26,25
178,25,27
178,27,25
178,25,28
178,28,25
178,27,28
178,28,27
178,1,29
178,29,1
178,5,30
178,30,5
178,9,31
178,31,9
178,11,10
178,10,11
178,11,12
178,12,11
178,18,19
178,19,18
178,18,32
178,32,18
178,19,33
178,33,19
178,21,34
178,34,21
178,24,36
178,36,24
178,28,37
178,37,28
179,0,1
179,1,0
179,0,38
179,38,0
179,1,2
179,2,1
179,1,24
179,24,1
179,2,3
179,3,2
179,2,17
179,17,2
179,3,4
179,4,3
179,3,13
179,13,3
179,4,5
179,5,4
179,4,7
179,7,4
179,5,6
179,6,5
179,5,10
179,10,5
179,6,7
179,7,6
179,7,8
179,8,7
179,8,38
179,38,8
179,9,10
179,10,9
179,9,12
179,12,9
179,12,13
179,13,12
179,13,14
179,14,13
179,14,15
179,15,14
179,15,16
179,16,15
179,15,18
179,18,15
179,15,20
179,20,15
179,15,23
179,23,15
179,16,17
179,17,16
179,16,26
179,26,16
179,20,21
179,21,20
179,21,22
179,22,21
179,22,23
179,23,22
179,22,35
179,35,22
179,24,25
179,25,24
179,25,26
179,26,25
179,25,27
179,27,25
179,25,28
179,28,25
179,27,28
179,28,27
179,1,29
179,29,1
179,5,30
179,30,5
179,9,31
179,31,9
179,11,10
179,10,11
179,11,12
179,12,11
179,18,19
179,19,18
179,18,32
179,32,18
179,19,33
179,33,19
179,21,34
179,34,21
179,24,36
179,36,24
179,28,37
179,37,28
180,0,1
180,1,0
180,0,38
180,38,0
180,1,2
180,2,1
180,1,24
180,24,1
180,2,3
180,3,2
180,2,17
180,17,2
180,3,4
180,4,3
180,3,13
180,13,3
180,4,5
180,5,4
180,4,7
180,7,4
180,5,6
180,6,5
180,5,10
180,10,5
180,6,7
180,7,6
180,7,8
180,8,7
180,8,38
180,38,8
180,9,12
180,12,9
180,12,13
180,13,12
180,13,14
180,14,13
180,14,15
180,15,14
180,15,16
180,16,15
180,15,18
180,18,15
180,15,20
180,20,15
180,15,23
180,23,15
180,16,17
180,17,16
180,16,26
180,26,16
180,20,21
180,21,20
180,21,22
180,22,21
180,22,23
180,23,22
180,22,35
180,35,22
180,24,25
180,25,24
180,25,26
180,26,25
180,25,27
180,27,25
180,25,28
180,28,25
180,27,28
180,28,27
180,1,29
180,29,1
180,5,30
180,30,5
180,9,31
180,31,9
180,11,10
180,10,11
180,11,12
180,12,11
180,18,19
180,19,18
180,18,32
180,32,18
180,19,33
180,33,19
180,21,34
180,34,21
180,24,36
180,36,24
180,28,37
180,37,28
181,0,1
181,1,0
181,0,38
181,38,0
181,1,2
181,2,1
181,1,24
181,24,1
181,2,3
181,3,2
181,2,17
181,17,2
181,3,4
181,4,3
181,3,13
181,13,3
181,4,5
181,5,4
181,4,7
181,7,4
181,5,6
181,6,5
181,5,10
181,10,5
181,6,7
181,7,6
181,7,8
181,8,7
181,8,38
181,38,8
181,9,10
181,10,9
181,9,12
181,12,9
181,12,13
181,13,12
181,13,14
181,14,13
181,14,15
181,15,14
181,15,16
181,16,15
181,15,18
181,18,15
181,15,20
181,20,15
181,15,23
181,23,15
181,16,17
181,17,16
181,16,26
181,26,16
181,20,21
181,21,20
181,21,22
181,22,21
181,22,23
181,23,22
181,22,35
181,35,22
181,24,25
181,25,24
181,25,26
181,26,25
181,25,27
181,27,25
181,25,28
181,28,25
181,27,28
181,28,27
181,1,29
181,29,1
181,5,30
181,30,5
181,9,31
181,31,9
181,11,10
181,10,11
181,11,12
181,12,11
181,18,19
181,19,18
181,18,32
181,32,18
181,19,33
181,33,19
181,21,34
181,34,21
181,24,36
181,36,24
181,28,37
181,37,28
182,0,1
182,1,0
182,0,38
182,38,0
182,1,2
182,2,1
182,1,24
182,24,1
182,2,3
182,3,2
182,2,17
182,17,2
182,3,4
182,4,3
182,3,13
182,13,3
182,4,5
182,5,4
182,4,7
182,7,4
182,5,6
182,6,5
182,5,10
182,10,5
182,6,7
182,7,6
182,7,8
182,8,7
182,8,38
182,38,8
182,9,10
182,10,9
182,9,12
182,12,9
182,12,13
182,13,12
182,13,14
182,14,13
182,14,15
182,15,14
182,15,16
182,16,15
182,15,18
182,18,15
182,15,20
182,20,15
182,15,23
182,23,15
182,16,17
182,17,16
182,16,26
182,26,16
182,20,21
182,21,20
182,21,22
182,22,21
182,22,23
182,23,22
182,22,35
182,35,22
182,24,25
182,25,24
182,25,26
182,26,25
182,25,27
182,27,25
182,25,28
182,28,25
182,27,28
182,28,27
182,1,29
182,29,1
182,5,30
182,30,5
182,9,31
182,31,9
182,11,10
182,10,11
182,11,12
182,12,11
182,18,19
182,19,18
182,18,32
182,32,18
182,19,33
182,33,19
182,21,34
182,34,21
182,24,36
182,36,24
182,28,37
182,37,28
183,0,1
183,1,0
183,0,38
183,38,0
183,1,2
183,2,1
183,1,24
183,24,1
183,2,3
183,3,2
183,2,17
183,17,2
183,3,4
183,4,3
183,3,13
183,13,3
183,4,5
183,5,4
183,4,7
183,7,4
183,5,6
183,6,5
183,5,10
183,10,5
183,6,7
183,7,6
183,7,8
183,8,7
183,8,38
183,38,8
183,9,10
183,10,9
183,9,12
183,12,9
183,12,13
183,13,12
183,13,14
183,14,13
183,14,15
183,15,14
183,15,16
183,16,15
183,15,18
183,18,15
183,15,20
183,20,15
183,15,23
183,23,15
183,16,17
183,17,16
183,16,26
183,26,16
183,20,21
183,21,20
183,21,22
183,22,21
183,22,23
183,23,22
183,22,35
183,35,22
183,24,25
183,25,24
183,25,26
183,26,25
183,25,27
183,27,25
183,25,28
183,28,25
183,27,28
183,28,27
183,1,29
183,29,1
183,5,30
183,30,5
183,9,31
183,31,9
183,11,10
183,10,11
183,11,12
183,12,11
183,18,19
183,19,18
183,18,32
183,32,18
183,19,33
183,33,19
183,21,34
183,34,21
183,24,36
183,36,24
183,28,37
183,37,28
184,0,1
184,1,0
184,0,38
184,38,0
184,1,2
184,2,1
184,2,3
184,3,2
184,2,17
184,17,2
184,3,4
184,4,3
184,3,13
184,13,3
184,4,5
184,5,4
184,4,7
184,7,4
184,5,6
184,6,5
184,5,10
184,10,5
184,6,7
184,7,6
184,7,8
184,8,7
184,8,38
184,38,8
184,9,10
184,10,9
184,9,12
184,12,9
184,12,13
184,13,12
184,13,14
184,14,13
184,14,15
184,15,14
184,15,16
184,16,15
184,15,18
184,18,15
184,15,20
184,20,15
184,15,23
184,23,15
184,16,17
184,17,16
184,16,26
184,26,16
184,20,21
184,21,20
184,21,22
184,22,21
184,22,23
184,23,22
184,22,35
184,35,22
184,24,25
184,25,24
184,25,26
184,26,25
184,25,27
184,27,25
184,25,28
184,28,25
184,27,28
184,28,27
184,1,29
184,29,1
184,5,30
184,30,5
184,9,31
184,31,9
184,11,10
184,10,11
184,11,12
184,12,11
184,18,19
184,19,18
184,18,32
184,32,18
184,19,33
184,33,19
184,21,34
184,34,21
184,24,36
184,36,24
184,28,37
184,37,28
185,0,1
185,1,0
185,0,38
185,38,0
185,1,2
185,2,1
185,1,24
185,24,1
185,2,3
185,3,2
185,2,17
185,17,2
185,3,4
185,4,3
185,3,13
185,13,3
185,4,5
185,5,4
185,4,7
185,7,4
185,5,6
185,6,5
185,5,10
185,10,5
185,6,7
185,7,6
185,7,8
185,8,7
185,8,38
185,38,8
185,9,10
185,10,9
185,9,12
185,12,9
185,12,13
185,13,12
185,13,14
185,14,13
185,14,15
185,15,14
185,15,18
185,18,15
185,15,20
185,20,15
185,15,23
185,23,15
185,16,17
185,17,16
185,16,26
185,26,16
185,20,21
185,21,20
185,21,22
185,22,21
185,22,23
185,23,22
185,22,35
185,35,22
185,24,25
185,25,24
185,25,26
185,26,25
185,25,27
185,27,25
185,25,28
185,28,25
185,27,28
185,28,27
185,1,29
185,29,1
185,5,30
185,30,5
185,9,31
185,31,9
185,11,10
185,10,11
185,11,12
185,12,11
185,18,19
185,19,18
185,18,32
185,32,18
185,19,33
185,33,19
185,21,34
185,34,21
185,24,36
185,36,24
185,28,37
185,37,28
186,0,1
186,1,0
186,0,38
186,38,0
186,1,2
186,2,1
186,1,24
186,24,1
186,2,3
186,3,2
186,2,17
186,17,2
186,3,4
186,4,3
186,3,13
186,13,3
186,4,5
186,5,4
186,4,7
186,7,4
186,5,6
186,6,5
186,5,10
186,10,5
186,6,7
186,7,6
186,7,8
186,8,7
186,8,38
186,38,8
186,9,10
186,10,9
186,9,12
186,12,9
186,12,13
186,13,12
186,13,14
186,14,13
186,14,15
186,15,14
186,15,16
186,16,15
186,15,18
186,18,15
186,15,20
186,20,15
186,15,23
186,23,15
186,16,17
186,17,16
186,16,26
186,26,16
186,20,21
186,21,20
186,21,22
186,22,21
186,22,23
186,23,22
186,22,35
186,35,22
186,24,25
186,25,24
186,25,26
186,26,25
186,25,27
186,27,25
186,25,28
186,28,25
186,27,28
186,28,27
186,1,29
186,29,1
186,5,30
186,30,5
186,9,31
186,31,9
186,11,10
186,10,11
186,11,12
186,12,11
186,18,19
186,19,18
186,18,32
186,32,18
186,19,33
186,33,19
186,21,34
186,34,21
186,24,36
186,36,24
186,28,37
186,37,28
187,0,1
187,1,0
187,0,38
187,38,0
187,1,2
187,2,1
187,1,24
187,24,1
187,2,3
187,3,2
187,2,17
187,17,2
187,3,4
187,4,3
187,3,13
187,13,3
187,4,5
187,5,4
187,4,7
187,7,4
187,5,6
187,6,5
187,5,10
187,10,5
187,6,7
187,7,6
187,7,8
187,8,7
187,8,38
187,38,8
187,9,10
187,10,9
187,9,12
187,12,9
187,12,13
187,13,12
187,13,14
187,14,13
187,14,15
187,15,14
187,15,16
187,16,15
187,15,18
187,18,15
187,15,20
187,20,15
187,15,23
187,23,15
187,16,17
187,17,16
187,16,26
187,26,16
187,20,21
187,21,20
187,21,22
187,22,21
187,22,23
187,23,22
187,22,35
187,35,22
187,24,25
187,25,24
187,25,26
187,26,25
187,25,27
187,27,25
187,25,28
187,28,25
187,27,28
187,28,27
187,1,29
187,29,1
187,5,30
187,30,5
187,9,31
187,31,9
187,11,10
187,10,11
187,11,12
187,12,11
187,18,19
187,19,18
187,18,32
187,32,18
187,19,33
187,33,19
187,21,34
187,34,21
187,24,36
187,36,24
187,28,37
187,37,28
188,0,1
188,1,0
188,0,38
188,38,0
188,1,2
188,2,1
188,1,24
188,24,1
188,2,3
188,3,2
188,2,17
188,17,2
188,3,4
188,4,3
188,3,13
188,13,3
188,4,5
188,5,4
188,4,7
188,7,4
188,5,6
188,6,5
188,5,10
188,10,5
188,6,7
188,7,6
188,7,8
188,8,7
188,8,38
188,38,8
188,9,10
188,10,9
188,9,12
188,12,9
188,12,13
188,13,12
188,13,14
188,14,13
188,14,15
188,15,14
188,15,16
188,16,15
188,15,18
188,18,15
188,15,20
188,20,15
188,15,23
188,23,15
188,16,17
188,17,16
188,16,26
188,26,16
188,20,21
188,21,20
188,21,22
188,22,21
188,22,23
188,23,22
188,22,35
188,35,22
188,24,25
188,25,24
188,25,26
188,26,25
188,25,27
188,27,25
188,25,28
188,28,25
188,27,28
188,28,27
188,1,29
188,29,1
188,5,30
188,30,5
188,9,31
188,31,9
188,11,10
188,10,11
188,11,12
188,12,11
188,18,19
188,19,18
188,18,32
188,32,18
188,19,33
188,33,19
188,21,34
188,34,21
188,24,36
188,36,24
188,28,37
188,37,28
189,0,1
189,1,0
189,0,38
189,38,0
189,1,2
189,2,1
189,1,24
189,24,1
189,2,3
189,3,2
189,2,17
189,17,2
189,3,4
189,4,3
189,3,13
189,13,3
189,4,5
189,5,4
189,4,7
189,7,4
189,5,6
189,6,5
189,5,10
189,10,5
189,6,7
189,7,6
189,7,8
189,8,7
189,8,38
189,38,8
189,9,10
189,10,9
189,9,12
189,12,9
189,12,13
189,13,12
189,13,14
189,14,13
189,14,15
189,15,14
189,15,16
189,16,15
189,15,18
189,18,15
189,15,20
189,20,15
189,15,23
189,23,15
189,16,17
189,17,16
189,16,26
189,26,16
189,20,21
189,21,20
189,22,23
189,23,22
189,22,35
189,35,22
189,24,25
189,25,24
189,25,26
189,26,25
189,25,27
189,27,25
189,25,28
189,28,25
189,27,28
189,28,27
189,1,29
189,29,1
189,5,30
189,30,5
189,9,31
189,31,9
189,11,10
189,10,11
189,11,12
189,12,11
189,18,19
189,19,18
189,18,32
189,32,18
189,19,33
189,33,19
189,21,34
189,34,21
189,24,36
189,36,24
189,28,37
189,37,28
190,0,1
190,1,0
190,0,38
190,38,0
190,1,2
190,2,1
190,1,24
190,24,1
190,2,3
190,3,2
190,2,17
190,17,2
190,3,4
190,4,3
190,3,13
190,13,3
190,4,5
190,5,4
190,4,7
190,7,4
190,5,6
190,6,5
190,5,10
190,10,5
190,6,7
190,7,6
190,7,8
190,8,7
190,8,38
190,38,8
190,9,10
190,10,9
190,9,12
190,12,9
190,12,13
190,13,12
190,13,14
190,14,13
190,14,15
190,15,14
190,15,16
190,16,15
190,15,18
190,18,15
190,15,20
190,20,15
190,15,23
190,23,15
190,16,17
190,17,16
190,16,26
190,26,16
190,20,21
190,21,20
190,21,22
190,22,21
190,22,23
190,23,22
190,22,35
190,35,22
190,24,25
190,25,24
190,25,26
190,26,25
190,25,27
190,27,25
190,25,28
190,28,25
190,27,28
190,28,27
190,1,29
190,29,1
190,5,30
190,30,5
190,9,31
190,31,9
190,11,10
190,10,11
190,11,12
190,12,11
190,18,19
190,19,18
190,18,32
190,32,18
190,19,33
190,33,19
190,21,34
190,34,21
190,24,36
190,36,24
190,28,37
190,37,28
191,0,1
191,1,0
191,0,38
191,38,0
191,1,2
191,2,1
191,1,24
191,24,1
191,2,3
191,3,2
191,2,17
191,17,2
191,3,4
191,4,3
191,3,13
191,13,3
191,4,5
191,5,4
191,4,7
191,7,4
191,5,6
191,6,5
191,5,10
191,10,5
191,6,7
191,7,6
191,7,8
191,8,7
191,8,38
191,38,8
191,9,10
191,10,9
191,9,12
191,12,9
191,12,13
191,13,12
191,13,14
191,14,13
191,14,15
191,15,14
191,15,16
191,16,15
191,15,18
191,18,15
191,15,20
191,20,15
191,15,23
191,23,15
191,16,17
191,17,16
191,16,26
191,26,16
191,20,21
191,21,20
191,21,22
191,22,21
191,22,23
191,23,22
191,22,35
191,35,22
191,24,25
191,25,24
191,25,26
191,26,25
191,25,27
191,27,25
191,25,28
191,28,25
191,27,28
191,28,27
191,1,29
191,29,1
191,5,30
191,30,5
191,9,31
191,31,9
191,11,10
191,10,11
191,11,12
191,12,11
191,18,19
191,19,18
191,18,32
191,32,18
191,19,33
191,33,19
191,21,34
191,34,21
191,24,36
191,36,24
191,28,37
191,37,28
192,0,1
192,1,0
192,0,38
192,38,0
192,1,2
192,2,1
192,1,24
192,24,1
192,2,3
192,3,2
192,2,17
192,17,2
192,3,4
192,4,3
192,3,13
192,13,3
192,4,5
192,5,4
192,4,7
192,7,4
192,5,6
192,6,5
192,5,10
192,10,5
192,6,7
192,7,6
192,7,8
192,8,7
192,8,38
192,38,8
192,9,10
192,10,9
192,9,12
192,12,9
192,12,13
192,13,12
192,13,14
192,14,13
192,14,15
192,15,14
192,15,16
192,16,15
192,15,18
192,18,15
192,15,20
192,20,15
192,15,23
192,23,15
192,16,17
192,17,16
192,16,26
192,26,16
192,20,21
192,21,20
192,21,22
192,22,21
192,22,23
192,23,22
192,22,35
192,35,22
192,24,25
192,25,24
192,25,26
192,26,25
192,25,27
192,27,25
192,25,28
192,28,25
192,27,28
192,28,27
192,1,29
192,29,1
192,5,30
192,30,5
192,9,31
192,31,9
192,11,10
192,10,11
192,11,12
192,12,11
192,18,19
192,19,18
192,18,32
192,32,18
192,19,33
192,33,19
192,21,34
192,34,21
192,24,36
192,36,24
192,28,37
192,37,28
193,0,1
193,1,0
193,0,38
193,38,0
193,1,2
193,2,1
193,1,24
193,24,1
193,2,3
193,3,2
193,2,17
193,17,2
193,3,4
193,4,3
193,3,13
193,13,3
193,4,5
193,5,4
193,4,7
193,7,4
193,5,6
193,6,5
193,5,10
193,10,5
193,6,7
193,7,6
193,7,8
193,8,7
193,8,38
193,38,8
193,9,10
193,10,9
193,9,12
193,12,9
193,12,13
193,13,12
193,13,14
193,14,13
193,14,15
193,15,14
193,15,16
193,16,15
193,15,18
193,18,15
193,15,20
193,20,15
193,15,23
193,23,15
193,16,17
193,17,16
193,16,26
193,26,16
193,20,21
193,21,20
193,21,22
193,22,21
193,22,23
193,23,22
193,22,35
193,35,22
193,24,25
193,25,24
193,25,26
193,26,25
193,25,27
193,27,25
193,25,28
193,28,25
193,27,28
193,28,27
193,1,29
193,29,1
193,5,30
193,30,5
193,9,31
193,31,9
193,11,10
193,10,11
193,11,12
193,12,11
193,18,19
193,19,18
193,18,32
193,32,18
193,19,33
193,33,19
193,21,34
193,34,21
193,24,36
193,36,24
193,28,37
193,37,28
194,0,1
194,1,0
194,0,38
194,38,0
194,1,2
194,2,1
194,1,24
194,24,1
194,2,3
194,3,2
194,2,17
194,17,2
194,3,4
194,4,3
194,3,13
194,13,3
194,4,5
194,5,4
194,4,7
194,7,4
194,5,6
194,6,5
194,5,10
194,10,5
194,6,7
194,7,6
194,7,8
194,8,7
194,8,38
194,38,8
194,9,10
194,10,9
194,9,12
194,12,9
194,12,13
194,13,12
194,13,14
194,14,13
194,14,15
194,15,14
194,15,16
194,16,15
194,15,18
194,18,15
194,15,20
194,20,15
194,15,23
194,23,15
194,16,17
194,17,16
194,16,26
194,26,16
194,20,21
194,21,20
194,21,22
194,22,21
194,22,23
194,23,22
194,22,35
194,35,22
194,24,25
194,25,24
194,25,26
194,26,25
194,25,27
194,27,25
194,25,28
194,28,25
194,27,28
194,28,27
194,1,29
194,29,1
194,5,30
194,30,5
194,9,31
194,31,9
194,11,10
194,10,11
194,11,12
194,12,11
194,18,19
194,19,18
194,18,32
194,32,18
194,19,33
194,33,19
194,21,34
194,34,21
194,24,36
194,36,24
194,28,37
194,37,28
195,0,1
195,1,0
195,0,38
195,38,0
195,1,2
195,2,1
195,1,24
195,24,1
195,2,3
195,3,2
195,2,17
195,17,2
195,3,4
195,4,3
195,3,13
195,13,3
195,4,5
195,5,4
195,4,7
195,7,4
195,5,6
195,6,5
195,5,10
195,10,5
195,6,7
195,7,6
195,7,8
195,8,7
195,8,38
195,38,8
195,9,10
195,10,9
195,9,12
195,12,9
195,12,13
195,13,12
195,13,14
195,14,13
195,14,15
195,15,14
195,15,16
195,16,15
195,15,18
195,18,15
195,15,20
195,20,15
195,15,23
195,23,15
195,16,17
195,17,16
195,16,26
195,26,16
195,20,21
195,21,20
195,21,22
195,22,21
195,22,23
195,23,22
195,22,35
195,35,22
195,24,25
195,25,24
195,25,26
195,26,25
195,25,27
195,27,25
195,25,28
195,28,25
195,27,28
195,28,27
195,1,29
195,29,1
195,5,30
195,30,5
195,9,31
195,31,9
195,11,10
195,10,11
195,11,12
195,12,11
195,18,19
195,19,18
195,18,32
195,32,18
195,19,33
195,33,19
195,21,34
195,34,21
195,24,36
195,36,24
195,28,37
195,37,28
196,0,1
196,1,0
196,0,38
196,38,0
196,1,2
196,2,1
196,1,24
196,24,1
196,2,3
196,3,2
196,2,17
196,17,2
196,3,4
196,4,3
196,3,13
196,13,3
196,4,5
196,5,4
196,4,7
196,7,4
196,5,6
196,6,5
196,5,10
196,10,5
196,6,7
196,7,6
196,7,8
196,8,7
196,8,38
196,38,8
196,9,10
196,10,9
196,9,12
196,12,9
196,12,13
196,13,12
196,13,14
196,14,13
196,14,15
196,15,14
196,15,16
196,16,15
196,15,18
196,18,15
196,15,20
196,20,15
196,15,23
196,23,15
196,16,17
196,17,16
196,20,21
196,21,20
196,21,22
196,22,21
196,22,23
196,23,22
196,22,35
196,35,22
196,24,25
196,25,24
196,25,26
196,26,25
196,25,27
196,27,25
196,25,28
196,28,25
196,27,28
196,28,27
196,1,29
196,29,1
196,5,30
196,30,5
196,9,31
196,31,9
196,11,10
196,10,11
196,11,12
196,12,11
196,18,19
196,19,18
196,18,32
196,32,18
196,19,33
196,33,19
196,21,34
196,34,21
196,24,36
196,36,24
196,28,37
196,37,28
197,0,1
197,1,0
197,0,38
197,38,0
197,1,2
197,2,1
197,1,24
197,24,1
197,2,3
197,3,2
197,2,17
197,17,2
197,3,4
197,4,3
197,3,13
197,13,3
197,4,5
197,5,4
197,4,7
197,7,4
197,5,6
197,6,5
197,5,10
197,10,5
197,6,7
197,7,6
197,7,8
197,8,7
197,8,38
197,38,8
197,9,10
197,10,9
197,9,12
197,12,9
197,12,13
197,13,12
197,13,14
197,14,13
197,14,15
197,15,14
197,15,16
197,16,15
197,15,18
197,18,15
197,15,20
197,20,15
197,15,23
197,23,15
197,16,17
197,17,16
197,16,26
197,26,16
197,20,21
197,21,20
197,21,22
197,22,21
197,22,23
197,23,22
197,22,35
197,35,22
197,24,25
197,25,24
197,25,26
197,26,25
197,25,27
197,27,25
197,25,28
197,28,25
197,27,28
197,28,27
197,1,29
197,29,1
197,5,30
197,30,5
197,9,31
197,31,9
197,11,10
197,10,11
197,11,12
197,12,11
197,18,19
197,19,18
